Context (X),Label (y)
that what am i performing here,0
what am i performing here pooling,0
am i performing here pooling anyway,0
i performing here pooling anyway i,0
performing here pooling anyway i will,0
here pooling anyway i will discuss,0
pooling anyway i will discuss about,0
anyway i will discuss about pooling,0
i will discuss about pooling in,0
will discuss about pooling in next,0
discuss about pooling in next videos,0
about pooling in next videos this,0
pooling in next videos this is,0
in next videos this is layer,0
next videos this is layer three,0
videos this is layer three why,0
this is layer three why because,0
is layer three why because it's,0
layer three why because it's convolutional,0
three why because it's convolutional and,0
why because it's convolutional and re,0
because it's convolutional and re here,0
it's convolutional and re here also,0
convolutional and re here also i,0
and re here also i have,0
re here also i have convolution,0
here also i have convolution reu,0
also i have convolution reu again,0
i have convolution reu again i,0
have convolution reu again i have,0
convolution reu again i have pooling,0
reu again i have pooling here,0
again i have pooling here convolution,0
i have pooling here convolution re,0
have pooling here convolution re convolution,0
pooling here convolution re convolution re,0
here convolution re convolution re pooling,1
convolution re convolution re pooling isn't,0
re convolution re pooling isn't it,0
convolution re pooling isn't it what,0
re pooling isn't it what is,0
pooling isn't it what is this,0
isn't it what is this this,0
it what is this this is,0
what is this this is again,0
is this this is again fc,0
this this is again fc basically,0
this is again fc basically means,0
is again fc basically means just,0
again fc basically means just see,0
fc basically means just see what,0
basically means just see what is,0
means just see what is my,0
just see what is my fc,0
see what is my fc fc,0
what is my fc fc means,0
is my fc fc means what,0
my fc fc means what fully,0
fc fc means what fully connected,1
fc means what fully connected isn't,0
means what fully connected isn't it,0
what fully connected isn't it fully,0
fully connected isn't it fully connected,0
connected isn't it fully connected layer,0
isn't it fully connected layer at,0
it fully connected layer at the,0
fully connected layer at the end,0
connected layer at the end i,0
layer at the end i will,0
at the end i will show,0
the end i will show you,0
end i will show you a,0
i will show you a real,0
will show you a real world,0
show you a real world example,0
you a real world example this,0
a real world example this is,0
real world example this is how,0
world example this is how a,0
example this is how a real,0
this is how a real coinet,0
is how a real coinet actually,0
how a real coinet actually looks,0
a real coinet actually looks like,1
real coinet actually looks like isn't,0
coinet actually looks like isn't it,0
actually looks like isn't it a,0
looks like isn't it a real,0
like isn't it a real colets,0
isn't it a real colets actually,0
it a real colets actually this,0
a real colets actually this is,0
real colets actually this is how,0
colets actually this is how a,0
actually this is how a real,0
this is how a real colet,0
is how a real colet convolutional,0
how a real colet convolutional neural,0
a real colet convolutional neural network,0
real colet convolutional neural network actually,0
colet convolutional neural network actually looks,0
convolutional neural network actually looks like,0
neural network actually looks like it,0
network actually looks like it has,0
actually looks like it has multiple,0
looks like it has multiple layers,0
like it has multiple layers of,0
it has multiple layers of convolution,0
has multiple layers of convolution with,0
multiple layers of convolution with an,0
layers of convolution with an operation,0
of convolution with an operation called,0
convolution with an operation called pooling,0
with an operation called pooling that,1
an operation called pooling that isn't,0
operation called pooling that isn't it,0
called pooling that isn't it it,0
pooling that isn't it it has,0
that isn't it it has multiple,0
isn't it it has multiple layers,0
it it has multiple layers of,0
it has multiple layers of convolution,0
has multiple layers of convolution with,0
multiple layers of convolution with an,0
layers of convolution with an operation,0
of convolution with an operation called,0
convolution with an operation called pulling,0
with an operation called pulling that's,0
an operation called pulling that's the,0
operation called pulling that's the that,0
called pulling that's the that we,0
pulling that's the that we will,0
that's the that we will see,0
the that we will see in,0
